thingId;G;F;D
35134;0.41;0.41;1.0
35135;0.32;0.32;1.0
35136;0.46;0.46;1.0
35137;0.4;0.4;1.0
35088;0.91;0.91;1.0
35089;0.92;0.92;1.0
35090;0.92;0.92;1.0
35091;0.92;0.92;1.0
35092;0.91;0.91;1.0
35093;0.91;0.91;1.0
35094;0.91;0.91;1.0
35095;0.92;0.92;1.0
35096;0.91;0.91;1.0
35097;0.91;0.91;1.0
35098;0.39;0.47;0.83
35099;0.29;0.41;0.71
35100;0.28;0.35;0.8
35101;0.28;0.37;0.75
35102;0.3;0.43;0.7
35103;0.32;0.41;0.79
35104;0.26;0.33;0.8
35105;0.38;0.43;0.87
35106;0.34;0.45;0.77
35107;0.41;0.43;0.94
35108;0.91;0.91;1.0
35109;0.91;0.91;1.0
35110;0.91;0.91;1.0
35111;0.91;0.91;1.0
35112;0.91;0.91;1.0
35113;0.91;0.91;1.0
35114;0.91;0.91;1.0
35115;0.91;0.91;1.0
35116;0.91;0.91;1.0
35117;0.91;0.91;1.0
35118;0.91;0.91;1.0
35119;0.91;0.91;1.0
35120;0.91;0.91;1.0
35121;0.91;0.91;1.0
35122;0.91;0.91;1.0
35123;0.43;0.43;1.0
35124;0.39;0.4;0.99
35125;0.39;0.39;1.0
35126;0.39;0.39;1.0
35127;0.44;0.44;1.0
35128;0.31;0.31;1.0
35129;0.36;0.36;1.0
35130;0.41;0.41;1.0
35131;0.42;0.42;1.0
35132;0.4;0.4;1.0
35133;0.42;0.42;1.0
35134;0.38;0.38;1.0
35135;0.32;0.32;1.0
35136;0.44;0.44;1.0
35137;0.4;0.4;1.0
35088;0.91;0.91;1.0
35089;0.91;0.91;1.0
35090;0.91;0.91;1.0
35091;0.91;0.91;1.0
35092;0.91;0.91;1.0
35093;0.91;0.91;1.0
35094;0.91;0.91;1.0
35095;0.91;0.91;1.0
35096;0.91;0.91;1.0
35097;0.91;0.91;1.0
35098;0.39;0.47;0.83
35099;0.29;0.41;0.71
35100;0.28;0.35;0.8
35101;0.28;0.37;0.75
35102;0.3;0.43;0.7
35103;0.32;0.41;0.79
35104;0.26;0.33;0.8
35105;0.38;0.43;0.87
35106;0.34;0.45;0.77
35107;0.38;0.4;0.95
35108;0.91;0.91;1.0
35109;0.91;0.91;1.0
35110;0.91;0.91;1.0
35111;0.91;0.91;1.0
35112;0.91;0.91;1.0
35113;0.91;0.91;1.0
35114;0.91;0.91;1.0
35115;0.91;0.91;1.0
35116;0.91;0.91;1.0
35117;0.91;0.91;1.0
35118;0.91;0.91;1.0
35119;0.91;0.91;1.0
35120;0.91;0.91;1.0
35121;0.91;0.91;1.0
35122;0.91;0.91;1.0
35123;0.39;0.39;1.0
35124;0.39;0.4;0.99
35125;0.39;0.39;1.0
35126;0.39;0.39;1.0
35127;0.41;0.41;1.0
35128;0.31;0.31;1.0
35129;0.36;0.36;1.0
35130;0.4;0.4;1.0
35131;0.41;0.41;1.0
35132;0.41;0.41;1.0
35133;0.41;0.41;1.0
35134;0.38;0.38;1.0
35135;0.32;0.32;1.0
35136;0.42;0.42;1.0
35137;0.41;0.41;1.0
35088;0.9;0.9;1.0
35089;0.91;0.91;1.0
35090;0.91;0.91;1.0
35091;0.9;0.9;1.0
35092;0.91;0.91;1.0
35093;0.91;0.91;1.0
35094;0.91;0.91;1.0
35095;0.91;0.91;1.0
35096;0.91;0.91;1.0
35097;0.91;0.91;1.0
35098;0.39;0.47;0.83
35099;0.29;0.41;0.71
35100;0.28;0.35;0.8
35101;0.28;0.37;0.75
35102;0.3;0.43;0.7
35103;0.32;0.41;0.79
35104;0.26;0.33;0.8
35105;0.38;0.43;0.87
35106;0.34;0.45;0.77
35107;0.38;0.4;0.95
35108;0.9;0.9;1.0
35109;0.91;0.91;1.0
35110;0.91;0.91;1.0
35111;0.91;0.91;1.0
35112;0.91;0.91;1.0
35113;0.91;0.91;1.0
35114;0.91;0.91;1.0
35115;0.91;0.91;1.0
35116;0.91;0.91;1.0
35117;0.91;0.91;1.0
35118;0.91;0.91;1.0
35119;0.91;0.91;1.0
35120;0.91;0.91;1.0
35121;0.91;0.91;1.0
35122;0.9;0.9;1.0
35123;0.39;0.39;1.0
35124;0.39;0.4;0.99
35125;0.39;0.39;1.0
35126;0.39;0.39;1.0
35127;0.4;0.4;0.99
35128;0.31;0.31;1.0
35129;0.36;0.36;1.0
35130;0.41;0.41;1.0
35131;0.4;0.4;1.0
35132;0.39;0.39;1.0
35133;0.43;0.43;1.0
35134;0.38;0.38;1.0
35135;0.32;0.32;1.0
35136;0.43;0.43;1.0
35137;0.43;0.43;1.0
35088;0.9;0.9;1.0
35089;0.91;0.91;1.0
35090;0.91;0.91;1.0
35091;0.9;0.9;1.0
35092;0.91;0.91;1.0
35093;0.9;0.9;1.0
35094;0.9;0.9;1.0
35095;0.9;0.9;1.0
35096;0.9;0.9;1.0
35097;0.9;0.9;1.0
35098;0.39;0.47;0.83
35099;0.29;0.41;0.71
35100;0.28;0.35;0.8
35101;0.28;0.37;0.75
35102;0.3;0.43;0.7
35103;0.32;0.41;0.79
35104;0.26;0.33;0.8
35105;0.38;0.43;0.87
35106;0.34;0.45;0.77
35107;0.38;0.4;0.95
35108;0.9;0.9;1.0
35109;0.9;0.9;1.0
35110;0.9;0.9;1.0
35111;0.91;0.91;1.0
35112;0.91;0.91;1.0
35113;0.9;0.9;1.0
35114;0.9;0.9;1.0
35115;0.9;0.9;1.0
35116;0.9;0.9;1.0
35117;0.9;0.9;1.0
35118;0.9;0.9;1.0
35119;0.91;0.91;1.0
35120;0.9;0.9;1.0
35121;0.9;0.9;1.0
35122;0.9;0.9;1.0
35123;0.39;0.39;1.0
35124;0.39;0.4;0.99
35125;0.39;0.39;1.0
35126;0.39;0.39;1.0
35127;0.4;0.41;0.99
35128;0.31;0.31;1.0
35129;0.36;0.36;1.0
35130;0.4;0.4;1.0
35131;0.4;0.4;1.0
35132;0.39;0.39;1.0
35133;0.41;0.41;1.0
35134;0.38;0.38;1.0
35135;0.32;0.32;1.0
35136;0.42;0.42;1.0
35137;0.44;0.44;1.0
35088;0.9;0.9;1.0
35089;0.9;0.9;1.0
35090;0.91;0.91;1.0
35091;0.9;0.9;1.0
35092;0.9;0.9;1.0
35093;0.9;0.9;1.0
35094;0.9;0.9;1.0
35095;0.9;0.9;1.0
35096;0.9;0.9;1.0
35097;0.9;0.9;1.0
35098;0.39;0.47;0.83
35099;0.29;0.41;0.71
35100;0.28;0.35;0.8
35101;0.28;0.37;0.75
35102;0.3;0.43;0.7
35103;0.32;0.41;0.79
35104;0.26;0.33;0.8
35105;0.38;0.43;0.87
35106;0.34;0.45;0.77
35107;0.38;0.4;0.95
35108;0.9;0.9;1.0
35109;0.9;0.9;1.0
35110;0.9;0.9;1.0
35111;0.9;0.9;1.0
35112;0.9;0.9;1.0
35113;0.9;0.9;1.0
35114;0.9;0.9;1.0
35115;0.9;0.9;1.0
35116;0.9;0.9;1.0
35117;0.9;0.9;1.0
35118;0.9;0.9;1.0
35119;0.9;0.9;1.0
35120;0.9;0.9;1.0
35121;0.9;0.9;1.0
35122;0.9;0.9;1.0
35123;0.39;0.39;1.0
35124;0.39;0.4;0.99
35125;0.39;0.39;1.0
35126;0.39;0.39;1.0
35127;0.4;0.4;0.99
35128;0.31;0.31;1.0
35129;0.36;0.36;1.0
35130;0.4;0.4;1.0
35131;0.4;0.4;1.0
35132;0.39;0.39;1.0
35133;0.4;0.41;0.99
35134;0.38;0.38;1.0
35135;0.32;0.32;1.0
35136;0.42;0.42;1.0
35137;0.43;0.43;1.0
35088;0.9;0.9;1.0
35089;0.9;0.9;1.0
35090;0.9;0.9;1.0
35091;0.9;0.9;1.0
35092;0.9;0.9;1.0
35093;0.9;0.9;1.0
35094;0.9;0.9;1.0
35095;0.9;0.9;1.0
35096;0.9;0.9;1.0
35097;0.9;0.9;1.0
35098;0.39;0.47;0.83
35099;0.29;0.41;0.71
35100;0.28;0.35;0.8
35101;0.28;0.37;0.75
35102;0.3;0.43;0.7
35103;0.32;0.41;0.79
35104;0.26;0.33;0.8
35105;0.38;0.43;0.87
35106;0.34;0.45;0.77
35107;0.38;0.4;0.95
35108;0.9;0.9;1.0
35109;0.9;0.9;1.0
35110;0.9;0.9;1.0
35111;0.9;0.9;1.0
35112;0.9;0.9;1.0
35113;0.9;0.9;1.0
35114;0.9;0.9;1.0
35115;0.9;0.9;1.0
35116;0.9;0.9;1.0
35117;0.9;0.9;1.0
35118;0.9;0.9;1.0
35119;0.9;0.9;1.0
35120;0.9;0.9;1.0
35121;0.9;0.9;1.0
35122;0.9;0.9;1.0
35123;0.39;0.39;1.0
35124;0.39;0.4;0.99
35125;0.39;0.39;1.0
35126;0.39;0.39;1.0
35127;0.4;0.41;0.99
35128;0.31;0.31;1.0
35129;0.36;0.36;1.0
35130;0.4;0.4;1.0
35131;0.4;0.4;1.0
35132;0.39;0.39;1.0
35133;0.4;0.41;0.99
35134;0.38;0.38;1.0
35135;0.32;0.32;1.0
35136;0.41;0.41;1.0
35137;0.42;0.42;1.0
35088;0.9;0.9;1.0
35089;0.9;0.9;1.0
35090;0.9;0.9;1.0
35091;0.9;0.9;1.0
35092;0.9;0.9;1.0
35093;0.9;0.9;1.0
35094;0.9;0.9;1.0
35095;0.9;0.9;1.0
35096;0.9;0.9;1.0
35097;0.9;0.9;1.0
35098;0.39;0.47;0.83
35099;0.29;0.41;0.71
35100;0.28;0.35;0.8
35101;0.28;0.37;0.75
35102;0.3;0.43;0.7
35103;0.32;0.41;0.79
35104;0.26;0.33;0.8
35105;0.38;0.43;0.87
35106;0.34;0.45;0.77
35107;0.38;0.4;0.95
35108;0.9;0.9;1.0
35109;0.9;0.9;1.0
35110;0.9;0.9;1.0
35111;0.9;0.9;1.0
35112;0.9;0.9;1.0
35113;0.9;0.9;1.0
35114;0.9;0.9;1.0
35115;0.9;0.9;1.0
35116;0.9;0.9;1.0
35117;0.9;0.9;1.0
35118;0.9;0.9;1.0
35119;0.9;0.9;1.0
35120;0.9;0.9;1.0
35121;0.9;0.9;1.0
35122;0.9;0.9;1.0
35123;0.39;0.39;1.0
35124;0.39;0.4;0.99
35125;0.39;0.39;1.0
35126;0.39;0.39;1.0
35127;0.4;0.41;0.99
35128;0.31;0.31;1.0
35129;0.36;0.36;1.0
35130;0.4;0.4;1.0
35131;0.4;0.4;1.0
35132;0.39;0.39;1.0
35133;0.4;0.41;0.99
35134;0.38;0.38;1.0
35135;0.32;0.32;1.0
35136;0.41;0.41;1.0
35137;0.42;0.42;1.0
35088;0.9;0.9;1.0
35089;0.9;0.9;1.0
35090;0.9;0.9;1.0
35091;0.9;0.9;1.0
35092;0.9;0.9;1.0
35093;0.9;0.9;1.0
35094;0.9;0.9;1.0
35095;0.9;0.9;1.0
35096;0.9;0.9;1.0
35097;0.9;0.9;1.0
35098;0.39;0.47;0.83
35099;0.29;0.41;0.71
35100;0.28;0.35;0.8
35101;0.28;0.37;0.75
35102;0.3;0.43;0.7
35103;0.32;0.41;0.79
35104;0.26;0.33;0.8
35105;0.38;0.43;0.87
35106;0.34;0.45;0.77
35107;0.38;0.4;0.95
35108;0.9;0.9;1.0
35109;0.9;0.9;1.0
35110;0.9;0.9;1.0
35111;0.9;0.9;1.0
35112;0.9;0.9;1.0
35113;0.9;0.9;1.0
35114;0.9;0.9;1.0
35115;0.9;0.9;1.0
35116;0.9;0.9;1.0
35117;0.9;0.9;1.0
35118;0.9;0.9;1.0
35119;0.9;0.9;1.0
35120;0.9;0.9;1.0
35121;0.9;0.9;1.0
35122;0.9;0.9;1.0
35123;0.39;0.39;1.0
35124;0.39;0.4;0.99
35125;0.39;0.39;1.0
35126;0.39;0.39;1.0
35127;0.4;0.41;0.99
35128;0.31;0.31;1.0
35129;0.36;0.36;1.0
35130;0.4;0.4;1.0
35131;0.4;0.4;1.0
35132;0.39;0.39;1.0
35133;0.4;0.41;0.99
35134;0.38;0.38;1.0
35135;0.32;0.32;1.0
35136;0.41;0.41;1.0
35137;0.42;0.42;1.0
35138;0.92;0.92;1.0
35139;0.96;0.96;1.0
35140;0.95;0.95;1.0
35141;0.96;0.96;1.0
35142;0.93;0.93;1.0
35143;0.93;0.93;1.0
35144;0.93;0.93;1.0
35145;0.93;0.93;1.0
35146;0.94;0.94;1.0
35147;0.93;0.93;1.0
35148;0.0;0.78;0.0
35149;0.26;0.35;0.73
35150;0.36;0.4;0.89
35151;0.35;0.47;0.75
35152;0.48;0.56;0.86
35153;0.48;0.53;0.91
35154;0.41;0.55;0.75
35155;0.32;0.32;1.0
35156;0.4;0.46;0.88
35157;0.37;0.52;0.7
35158;0.93;0.93;1.0
35159;0.93;0.93;1.0
35160;0.96;0.96;1.0
35161;0.94;0.94;1.0
35162;0.93;0.93;1.0
35163;0.93;0.93;1.0
35164;0.93;0.93;1.0
35165;0.92;0.92;1.0
35166;0.93;0.93;1.0
35167;0.93;0.93;1.0
35168;0.94;0.94;1.0
35169;0.93;0.93;1.0
35170;0.93;0.93;1.0
35171;0.95;0.95;1.0
35172;0.93;0.93;1.0
35173;0.42;0.42;1.0
35174;0.57;0.57;1.0
35175;0.41;0.41;1.0
35176;0.45;0.45;1.0
35177;0.32;0.32;1.0
35178;0.46;0.46;1.0
35179;0.48;0.48;1.0
35180;0.38;0.38;1.0
35181;0.59;0.59;1.0
35182;0.28;0.28;1.0
35183;0.52;0.52;1.0
35184;0.46;0.46;1.0
35185;0.47;0.47;1.0
35186;0.46;0.46;1.0
35187;0.42;0.42;1.0
35138;0.92;0.92;1.0
35139;0.93;0.93;1.0
35140;0.92;0.92;1.0
35141;0.92;0.92;1.0
35142;0.93;0.93;1.0
35143;0.92;0.92;1.0
35144;0.93;0.93;1.0
35145;0.92;0.92;1.0
35146;0.92;0.92;1.0
35147;0.93;0.93;1.0
35148;0.0;0.78;0.0
35149;0.26;0.35;0.73
35150;0.36;0.4;0.89
35151;0.35;0.47;0.75
35152;0.39;0.46;0.85
35153;0.44;0.48;0.93
35154;0.35;0.4;0.86
35155;0.32;0.32;1.0
35156;0.35;0.4;0.88
35157;0.37;0.52;0.7
35158;0.92;0.92;1.0
35159;0.92;0.92;1.0
35160;0.92;0.92;1.0
35161;0.92;0.92;1.0
35162;0.92;0.92;1.0
35163;0.93;0.93;1.0
35164;0.92;0.92;1.0
35165;0.92;0.92;1.0
35166;0.92;0.92;1.0
35167;0.92;0.92;1.0
35168;0.92;0.92;1.0
35169;0.92;0.92;1.0
35170;0.92;0.92;1.0
35171;0.92;0.92;1.0
35172;0.92;0.92;1.0
35173;0.39;0.4;0.99
35174;0.48;0.48;1.0
35175;0.41;0.41;1.0
35176;0.42;0.42;1.0
35177;0.32;0.32;1.0
35178;0.47;0.47;1.0
35179;0.48;0.48;1.0
35180;0.37;0.38;0.99
35181;0.42;0.42;1.0
35182;0.28;0.28;1.0
35183;0.43;0.43;1.0
35184;0.41;0.41;1.0
35185;0.42;0.43;0.99
35186;0.4;0.4;1.0
35187;0.44;0.44;1.0
35138;0.91;0.91;1.0
35139;0.91;0.91;1.0
35140;0.91;0.91;1.0
35141;0.92;0.92;1.0
35142;0.91;0.91;1.0
35143;0.91;0.91;1.0
35144;0.92;0.92;1.0
35145;0.91;0.91;1.0
35146;0.91;0.91;1.0
35147;0.91;0.91;1.0
35148;0.0;0.78;0.0
35149;0.26;0.35;0.73
35150;0.36;0.4;0.89
35151;0.35;0.47;0.75
35152;0.39;0.46;0.85
35153;0.43;0.45;0.96
35154;0.35;0.4;0.86
35155;0.32;0.32;1.0
35156;0.35;0.4;0.88
35157;0.37;0.52;0.71
35158;0.91;0.91;1.0
35159;0.91;0.91;1.0
35160;0.91;0.91;1.0
35161;0.91;0.91;1.0
35162;0.91;0.91;1.0
35163;0.91;0.91;1.0
35164;0.91;0.91;1.0
35165;0.91;0.91;1.0
35166;0.91;0.91;1.0
35167;0.91;0.91;1.0
35168;0.91;0.91;1.0
35169;0.91;0.91;1.0
35170;0.91;0.91;1.0
35171;0.91;0.91;1.0
35172;0.91;0.91;1.0
35173;0.4;0.4;1.0
35174;0.46;0.46;1.0
35175;0.42;0.42;1.0
35176;0.41;0.41;1.0
35177;0.32;0.32;1.0
35178;0.42;0.42;1.0
35179;0.44;0.44;1.0
35180;0.38;0.38;1.0
35181;0.4;0.4;1.0
35182;0.28;0.28;1.0
35183;0.37;0.37;1.0
35184;0.41;0.41;1.0
35185;0.4;0.41;0.99
35186;0.42;0.42;1.0
35187;0.42;0.42;1.0
35138;0.91;0.91;1.0
35139;0.91;0.91;1.0
35140;0.91;0.91;1.0
35141;0.91;0.91;1.0
35142;0.91;0.91;1.0
35143;0.91;0.91;1.0
35144;0.91;0.91;1.0
35145;0.91;0.91;1.0
35146;0.91;0.91;1.0
35147;0.91;0.91;1.0
35148;0.0;0.78;0.0
35149;0.26;0.35;0.73
35150;0.36;0.4;0.89
35151;0.35;0.47;0.75
35152;0.39;0.46;0.85
35153;0.44;0.45;0.98
35154;0.35;0.4;0.86
35155;0.32;0.32;1.0
35156;0.35;0.4;0.88
35157;0.37;0.52;0.71
35158;0.91;0.91;1.0
35159;0.91;0.91;1.0
35160;0.91;0.91;1.0
35161;0.91;0.91;1.0
35162;0.91;0.91;1.0
35163;0.91;0.91;1.0
35164;0.91;0.91;1.0
35165;0.91;0.91;1.0
35166;0.91;0.91;1.0
35167;0.91;0.91;1.0
35168;0.91;0.91;1.0
35169;0.91;0.91;1.0
35170;0.91;0.91;1.0
35171;0.91;0.91;1.0
35172;0.91;0.91;1.0
35173;0.39;0.39;1.0
35174;0.44;0.44;1.0
35175;0.39;0.39;1.0
35176;0.38;0.38;1.0
35177;0.32;0.32;1.0
35178;0.42;0.42;1.0
35179;0.4;0.4;1.0
35180;0.38;0.38;1.0
35181;0.42;0.42;1.0
35182;0.28;0.28;1.0
35183;0.37;0.37;1.0
35184;0.41;0.41;1.0
35185;0.4;0.4;0.99
35186;0.39;0.39;1.0
35187;0.46;0.46;1.0
35138;0.91;0.91;1.0
35139;0.91;0.91;1.0
35140;0.91;0.91;1.0
35141;0.91;0.91;1.0
35142;0.91;0.91;1.0
35143;0.91;0.91;1.0
35144;0.9;0.9;1.0
35145;0.91;0.91;1.0
35146;0.91;0.91;1.0
35147;0.91;0.91;1.0
35148;0.0;0.78;0.0
35149;0.26;0.35;0.73
35150;0.36;0.4;0.89
35151;0.35;0.47;0.75
35152;0.39;0.46;0.85
35153;0.42;0.43;0.97
35154;0.35;0.4;0.86
35155;0.32;0.32;1.0
35156;0.35;0.4;0.88
35157;0.37;0.52;0.71
35158;0.91;0.91;1.0
35159;0.91;0.91;1.0
35160;0.91;0.91;1.0
35161;0.91;0.91;1.0
35162;0.91;0.91;1.0
35163;0.91;0.91;1.0
35164;0.91;0.91;1.0
35165;0.91;0.91;1.0
35166;0.91;0.91;1.0
35167;0.91;0.91;1.0
35168;0.91;0.91;1.0
35169;0.91;0.91;1.0
35170;0.91;0.91;1.0
35171;0.91;0.91;1.0
35172;0.91;0.91;1.0
35173;0.39;0.39;1.0
35174;0.42;0.42;1.0
35175;0.39;0.39;1.0
35176;0.38;0.38;1.0
35177;0.32;0.32;1.0
35178;0.41;0.41;1.0
35179;0.4;0.4;1.0
35180;0.38;0.38;1.0
35181;0.38;0.38;1.0
35182;0.28;0.28;1.0
35183;0.37;0.37;1.0
35184;0.4;0.4;1.0
35185;0.41;0.41;1.0
35186;0.39;0.39;1.0
35187;0.42;0.42;1.0
35138;0.91;0.91;1.0
35139;0.9;0.9;1.0
35140;0.91;0.91;1.0
35141;0.91;0.91;1.0
35142;0.91;0.91;1.0
35143;0.91;0.91;1.0
35144;0.9;0.9;1.0
35145;0.91;0.91;1.0
35146;0.9;0.9;1.0
35147;0.9;0.9;1.0
35148;0.0;0.78;0.0
35149;0.26;0.35;0.73
35150;0.36;0.4;0.89
35151;0.35;0.47;0.75
35152;0.39;0.46;0.85
35153;0.41;0.42;0.98
35154;0.35;0.4;0.86
35155;0.32;0.32;1.0
35156;0.35;0.4;0.88
35157;0.37;0.52;0.71
35158;0.91;0.91;1.0
35159;0.9;0.9;1.0
35160;0.9;0.9;1.0
35161;0.91;0.91;1.0
35162;0.9;0.9;1.0
35163;0.9;0.9;1.0
35164;0.91;0.91;1.0
35165;0.9;0.9;1.0
35166;0.9;0.9;1.0
35167;0.9;0.9;1.0
35168;0.9;0.9;1.0
35169;0.9;0.9;1.0
35170;0.9;0.9;1.0
35171;0.91;0.91;1.0
35172;0.91;0.91;1.0
35173;0.39;0.39;1.0
35174;0.43;0.43;1.0
35175;0.39;0.39;1.0
35176;0.38;0.38;1.0
35177;0.32;0.32;1.0
35178;0.41;0.41;1.0
35179;0.41;0.41;1.0
35180;0.38;0.38;1.0
35181;0.38;0.38;1.0
35182;0.28;0.28;1.0
35183;0.37;0.37;1.0
35184;0.41;0.41;1.0
35185;0.42;0.42;1.0
35186;0.39;0.39;1.0
35187;0.41;0.41;1.0
35138;0.9;0.9;1.0
35139;0.9;0.9;1.0
35140;0.91;0.91;1.0
35141;0.91;0.91;1.0
35142;0.9;0.9;1.0
35143;0.9;0.9;1.0
35144;0.9;0.9;1.0
35145;0.9;0.9;1.0
35146;0.9;0.9;1.0
35147;0.9;0.9;1.0
35148;0.0;0.78;0.0
35149;0.26;0.35;0.73
35150;0.36;0.4;0.89
35151;0.35;0.47;0.75
35152;0.39;0.46;0.85
35153;0.4;0.41;0.98
35154;0.35;0.4;0.86
35155;0.32;0.32;1.0
35156;0.35;0.4;0.88
35157;0.37;0.52;0.71
35158;0.9;0.9;1.0
35159;0.9;0.9;1.0
35160;0.9;0.9;1.0
35161;0.9;0.9;1.0
35162;0.9;0.9;1.0
35163;0.9;0.9;1.0
35164;0.9;0.9;1.0
35165;0.9;0.9;1.0
35166;0.9;0.9;1.0
35167;0.9;0.9;1.0
35168;0.9;0.9;1.0
35169;0.9;0.9;1.0
35170;0.9;0.9;1.0
35171;0.9;0.9;1.0
35172;0.91;0.91;1.0
35173;0.39;0.39;1.0
35174;0.41;0.41;1.0
35175;0.39;0.39;1.0
35176;0.38;0.38;1.0
35177;0.32;0.32;1.0
35178;0.41;0.41;1.0
35179;0.4;0.4;1.0
35180;0.38;0.38;1.0
35181;0.38;0.38;1.0
35182;0.28;0.28;1.0
35183;0.37;0.37;1.0
35184;0.4;0.4;1.0
35185;0.43;0.43;1.0
35186;0.39;0.39;1.0
35187;0.41;0.41;1.0
35138;0.9;0.9;1.0
35139;0.9;0.9;1.0
35140;0.9;0.9;1.0
35141;0.9;0.9;1.0
35142;0.9;0.9;1.0
35143;0.9;0.9;1.0
35144;0.9;0.9;1.0
35145;0.9;0.9;1.0
35146;0.9;0.9;1.0
35147;0.9;0.9;1.0
35148;0.0;0.78;0.0
35149;0.26;0.35;0.73
35150;0.36;0.4;0.89
35151;0.35;0.47;0.75
35152;0.39;0.46;0.85
35153;0.4;0.41;0.99
35154;0.35;0.4;0.86
35155;0.32;0.32;1.0
35156;0.35;0.4;0.88
35157;0.37;0.52;0.71
35158;0.9;0.9;1.0
35159;0.9;0.9;1.0
35160;0.9;0.9;1.0
35161;0.9;0.9;1.0
35162;0.9;0.9;1.0
35163;0.9;0.9;1.0
35164;0.9;0.9;1.0
35165;0.9;0.9;1.0
35166;0.9;0.9;1.0
35167;0.9;0.9;1.0
35168;0.9;0.9;1.0
35169;0.9;0.9;1.0
35170;0.9;0.9;1.0
35171;0.9;0.9;1.0
35172;0.9;0.9;1.0
35173;0.39;0.39;1.0
35174;0.4;0.4;1.0
35175;0.39;0.39;1.0
35176;0.38;0.38;1.0
35177;0.32;0.32;1.0
35178;0.41;0.41;1.0
35179;0.4;0.4;1.0
35180;0.38;0.38;1.0
35181;0.38;0.38;1.0
35182;0.28;0.28;1.0
35183;0.37;0.37;1.0
35184;0.4;0.4;1.0
35185;0.43;0.43;1.0
35186;0.39;0.39;1.0
35187;0.41;0.41;1.0
35138;0.9;0.9;1.0
35139;0.9;0.9;1.0
35140;0.9;0.9;1.0
35141;0.9;0.9;1.0
35142;0.9;0.9;1.0
35143;0.9;0.9;1.0
35144;0.9;0.9;1.0
35145;0.9;0.9;1.0
35146;0.9;0.9;1.0
35147;0.9;0.9;1.0
35148;0.0;0.78;0.0
35149;0.26;0.35;0.73
35150;0.36;0.4;0.89
35151;0.35;0.47;0.75
35152;0.39;0.46;0.85
35153;0.4;0.41;0.99
35154;0.35;0.4;0.86
35155;0.32;0.32;1.0
35156;0.35;0.4;0.88
35157;0.37;0.52;0.71
35158;0.9;0.9;1.0
35159;0.9;0.9;1.0
35160;0.9;0.9;1.0
35161;0.9;0.9;1.0
35162;0.9;0.9;1.0
35163;0.9;0.9;1.0
35164;0.9;0.9;1.0
35165;0.9;0.9;1.0
35166;0.9;0.9;1.0
35167;0.9;0.9;1.0
35168;0.9;0.9;1.0
35169;0.9;0.9;1.0
35170;0.9;0.9;1.0
35171;0.9;0.9;1.0
35172;0.9;0.9;1.0
35173;0.39;0.39;1.0
35174;0.41;0.41;1.0
35175;0.39;0.39;1.0
35176;0.38;0.38;1.0
35177;0.32;0.32;1.0
35178;0.42;0.42;1.0
35179;0.41;0.41;1.0
35180;0.38;0.38;1.0
35181;0.38;0.38;1.0
35182;0.28;0.28;1.0
35183;0.37;0.37;1.0
35184;0.41;0.41;1.0
35185;0.42;0.42;1.0
35186;0.39;0.39;1.0
35187;0.41;0.41;1.0
35138;0.9;0.9;1.0
35139;0.9;0.9;1.0
35140;0.9;0.9;1.0
35141;0.9;0.9;1.0
35142;0.9;0.9;1.0
35143;0.9;0.9;1.0
35144;0.9;0.9;1.0
35145;0.9;0.9;1.0
35146;0.9;0.9;1.0
35147;0.9;0.9;1.0
35148;0.0;0.78;0.0
35149;0.26;0.35;0.73
35150;0.36;0.4;0.89
35151;0.35;0.47;0.75
35152;0.39;0.46;0.85
35153;0.4;0.41;0.99
35154;0.35;0.4;0.86
35155;0.32;0.32;1.0
35156;0.35;0.4;0.88
35157;0.37;0.52;0.71
35158;0.9;0.9;1.0
35159;0.9;0.9;1.0
35160;0.9;0.9;1.0
35161;0.9;0.9;1.0
35162;0.9;0.9;1.0
35163;0.9;0.9;1.0
35164;0.9;0.9;1.0
35165;0.9;0.9;1.0
35166;0.9;0.9;1.0
35167;0.9;0.9;1.0
35168;0.9;0.9;1.0
35169;0.9;0.9;1.0
35170;0.9;0.9;1.0
35171;0.9;0.9;1.0
35172;0.9;0.9;1.0
35173;0.39;0.39;1.0
35174;0.4;0.41;0.99
35175;0.39;0.39;1.0
35176;0.38;0.38;1.0
35177;0.32;0.32;1.0
35178;0.41;0.41;1.0
35179;0.42;0.42;1.0
35180;0.38;0.38;1.0
35181;0.38;0.38;1.0
35182;0.28;0.28;1.0
35183;0.37;0.37;1.0
35184;0.41;0.41;1.0
35185;0.41;0.41;1.0
35186;0.39;0.39;1.0
35187;0.41;0.41;1.0
35188;1.0;1.0;1.0
35189;1.0;1.0;1.0
35190;1.0;1.0;1.0
35191;1.0;1.0;1.0
35192;1.0;1.0;1.0
35193;1.0;1.0;1.0
35194;1.0;1.0;1.0
35195;1.0;1.0;1.0
35196;1.0;1.0;1.0
35197;1.0;1.0;1.0
35198;0.88;0.88;1.0
35199;0.27;0.54;0.5
35200;0.36;0.72;0.5
35201;0.57;0.57;1.0
35202;0.44;0.66;0.67
35203;0.78;0.78;1.0
35204;0.74;0.74;1.0
35205;0.57;0.57;1.0
35206;0.0;0.92;0.0
35207;0.75;0.75;1.0
35208;1.0;1.0;1.0
35209;1.0;1.0;1.0
35210;1.0;1.0;1.0
35211;1.0;1.0;1.0
35212;1.0;1.0;1.0
35213;1.0;1.0;1.0
35214;1.0;1.0;1.0
35215;1.0;1.0;1.0
