thingId;G;F;D
31441;0.54;0.94;0.57
31442;0.58;0.94;0.62
31443;0.34;0.4;0.83
31444;0.37;0.49;0.75
31445;0.43;0.53;0.8
31446;0.41;0.51;0.81
31447;0.24;0.37;0.64
31448;0.31;0.4;0.78
31449;0.16;0.24;0.67
31450;0.39;0.51;0.77
31451;0.32;0.46;0.7
31452;0.47;0.54;0.87
31453;0.4;0.47;0.85
31454;0.34;0.47;0.73
31455;0.35;0.47;0.75
31456;0.46;0.56;0.82
31457;0.33;0.51;0.64
31458;0.95;0.95;1.0
31459;0.94;0.94;1.0
31460;0.94;0.94;1.0
31461;0.94;0.94;1.0
31462;0.93;0.93;1.0
31463;0.94;0.94;1.0
31464;0.93;0.93;1.0
31465;0.49;0.49;1.0
31466;0.4;0.4;1.0
31467;0.43;0.43;1.0
31468;0.46;0.46;1.0
31469;0.49;0.49;1.0
31470;0.48;0.48;1.0
31471;0.55;0.55;1.0
31472;0.48;0.48;1.0
31473;0.47;0.47;1.0
31474;0.45;0.45;1.0
31475;0.39;0.39;1.0
31476;0.3;0.3;1.0
31477;0.46;0.46;1.0
31478;0.39;0.39;1.0
31479;0.49;0.49;1.0
31480;0.49;0.49;1.0
31481;0.44;0.44;1.0
31482;0.49;0.49;1.0
31483;0.39;0.39;1.0
31484;0.49;0.49;1.0
31485;0.45;0.45;1.0
31486;0.42;0.42;1.0
31487;0.48;0.48;1.0
31438;0.56;0.94;0.59
31439;0.54;0.94;0.57
31440;0.51;0.95;0.54
31441;0.53;0.94;0.56
31442;0.56;0.94;0.6
31443;0.34;0.4;0.83
31444;0.37;0.49;0.75
31445;0.43;0.53;0.8
31446;0.41;0.51;0.81
31447;0.24;0.37;0.64
31448;0.31;0.4;0.78
31449;0.16;0.24;0.67
31450;0.39;0.51;0.77
31451;0.32;0.46;0.7
31452;0.47;0.54;0.87
31453;0.4;0.47;0.85
31454;0.34;0.47;0.73
31455;0.35;0.47;0.75
31456;0.46;0.56;0.82
31457;0.33;0.51;0.64
31458;0.95;0.95;1.0
31459;0.94;0.94;1.0
31460;0.94;0.94;1.0
31461;0.94;0.94;1.0
31462;0.93;0.93;1.0
31463;0.94;0.94;1.0
31464;0.93;0.93;1.0
31465;0.49;0.49;1.0
31466;0.4;0.4;1.0
31467;0.43;0.43;1.0
31468;0.46;0.46;1.0
31469;0.49;0.49;1.0
31470;0.48;0.48;1.0
31471;0.56;0.56;1.0
31472;0.48;0.48;1.0
31473;0.47;0.47;1.0
31474;0.45;0.45;1.0
31475;0.39;0.39;1.0
31476;0.3;0.3;1.0
31477;0.46;0.46;1.0
31478;0.39;0.39;1.0
31479;0.49;0.49;1.0
31480;0.49;0.49;1.0
31481;0.44;0.44;1.0
31482;0.49;0.49;1.0
31483;0.39;0.39;1.0
31484;0.49;0.49;1.0
31485;0.45;0.45;1.0
31486;0.42;0.42;1.0
31487;0.48;0.48;1.0
31488;0.76;0.94;0.81
31489;0.77;0.95;0.82
31490;0.78;0.92;0.85
31491;0.74;0.92;0.8
31492;0.83;0.92;0.9
31493;0.48;0.55;0.86
31494;0.38;0.53;0.71
31495;0.38;0.5;0.75
31496;0.5;0.55;0.92
31497;0.33;0.39;0.86
31498;0.2;0.3;0.67
31499;0.48;0.58;0.83
31500;0.4;0.45;0.89
31501;0.34;0.4;0.83
31502;0.24;0.38;0.64
31503;0.48;0.64;0.75
31504;0.9;0.9;1.0
31505;0.51;0.62;0.82
31506;0.39;0.47;0.83
31507;0.43;0.62;0.7
31508;0.93;0.93;1.0
31509;0.92;0.92;1.0
31510;0.92;0.92;1.0
31511;0.93;0.93;1.0
31512;0.93;0.93;1.0
31513;0.93;0.93;1.0
31514;0.92;0.92;1.0
31515;0.4;0.4;1.0
31516;0.35;0.35;1.0
31517;0.52;0.52;1.0
31518;0.48;0.48;1.0
31519;0.53;0.53;1.0
31520;0.62;0.62;1.0
31521;0.43;0.43;1.0
31522;0.41;0.41;1.0
31523;0.49;0.49;1.0
31524;0.42;0.42;1.0
31525;0.46;0.46;1.0
31526;0.46;0.46;0.99
31527;0.35;0.35;1.0
31528;0.44;0.44;1.0
31529;0.57;0.57;1.0
31530;0.41;0.41;1.0
31531;0.56;0.56;1.0
31532;0.51;0.51;1.0
31533;0.44;0.44;1.0
31534;0.46;0.46;1.0
31535;0.54;0.54;1.0
31536;0.57;0.57;1.0
31537;0.46;0.46;1.0
31488;0.82;0.92;0.9
31489;0.86;0.91;0.94
31490;0.8;0.92;0.87
31491;0.82;0.91;0.9
31492;0.82;0.91;0.9
31493;0.45;0.49;0.92
31494;0.44;0.51;0.85
31495;0.49;0.52;0.93
31496;0.43;0.48;0.9
31497;0.35;0.4;0.87
31498;0.4;0.44;0.9
31499;0.48;0.51;0.94
31500;0.42;0.46;0.9
31501;0.42;0.45;0.93
31502;0.35;0.42;0.84
31503;0.44;0.49;0.91
31504;0.39;0.4;0.97
31505;0.46;0.51;0.92
31506;0.42;0.47;0.89
31507;0.43;0.48;0.9
31508;0.91;0.91;1.0
31509;0.91;0.91;1.0
31510;0.91;0.91;1.0
31511;0.91;0.91;1.0
31512;0.91;0.91;1.0
31513;0.92;0.92;1.0
31514;0.91;0.91;1.0
31515;0.4;0.4;1.0
31516;0.47;0.47;1.0
31517;0.45;0.45;1.0
31518;0.47;0.47;1.0
31519;0.53;0.53;1.0
31520;0.52;0.52;1.0
31521;0.44;0.45;0.99
31522;0.45;0.45;1.0
31523;0.56;0.56;1.0
31524;0.51;0.51;1.0
31525;0.55;0.55;1.0
31526;0.5;0.5;1.0
31527;0.48;0.48;1.0
31528;0.41;0.41;1.0
31529;0.48;0.48;1.0
31530;0.46;0.46;1.0
31531;0.46;0.46;1.0
31532;0.46;0.46;1.0
31533;0.46;0.46;1.0
31534;0.43;0.43;1.0
31535;0.48;0.48;1.0
31536;0.53;0.53;1.0
31537;0.48;0.48;1.0
31488;0.86;0.91;0.95
31489;0.87;0.91;0.96
31490;0.86;0.91;0.95
31491;0.84;0.91;0.93
31492;0.86;0.91;0.95
31493;0.48;0.5;0.96
31494;0.42;0.45;0.94
31495;0.47;0.49;0.96
31496;0.45;0.46;0.97
31497;0.44;0.46;0.96
31498;0.42;0.44;0.95
31499;0.46;0.48;0.96
31500;0.39;0.42;0.93
31501;0.44;0.45;0.96
31502;0.43;0.46;0.93
31503;0.45;0.47;0.96
31504;0.42;0.44;0.97
31505;0.45;0.46;0.96
31506;0.45;0.48;0.94
31507;0.46;0.49;0.93
31508;0.91;0.91;1.0
31509;0.9;0.9;1.0
31510;0.9;0.9;1.0
31511;0.91;0.91;1.0
31512;0.91;0.91;1.0
31513;0.91;0.91;1.0
31514;0.91;0.91;1.0
31515;0.42;0.42;1.0
31516;0.44;0.44;1.0
31517;0.48;0.48;1.0
31518;0.49;0.49;1.0
31519;0.49;0.49;1.0
31520;0.48;0.48;1.0
31521;0.43;0.43;1.0
31522;0.48;0.48;1.0
31523;0.52;0.52;1.0
31524;0.47;0.47;1.0
31525;0.49;0.49;1.0
31526;0.49;0.49;1.0
31527;0.45;0.45;1.0
31528;0.44;0.44;1.0
31529;0.46;0.46;1.0
31530;0.45;0.45;1.0
31531;0.46;0.46;1.0
31532;0.45;0.45;1.0
31533;0.48;0.48;1.0
31534;0.45;0.45;1.0
31535;0.48;0.48;1.0
31536;0.51;0.51;1.0
31537;0.45;0.45;1.0
31488;0.87;0.91;0.96
31489;0.88;0.9;0.97
31490;0.88;0.9;0.97
31491;0.87;0.9;0.96
31492;0.88;0.9;0.97
31493;0.48;0.49;0.98
31494;0.44;0.45;0.97
31495;0.46;0.48;0.96
31496;0.44;0.45;0.98
31497;0.44;0.45;0.98
31498;0.44;0.45;0.97
31499;0.45;0.46;0.98
31500;0.43;0.45;0.96
31501;0.45;0.46;0.97
31502;0.44;0.46;0.96
31503;0.44;0.45;0.97
31504;0.46;0.47;0.98
31505;0.45;0.46;0.97
31506;0.44;0.46;0.96
31507;0.45;0.47;0.96
31508;0.91;0.91;1.0
31509;0.9;0.9;1.0
31510;0.9;0.9;1.0
31511;0.91;0.91;1.0
31512;0.91;0.91;1.0
31513;0.9;0.9;1.0
31514;0.9;0.9;1.0
31515;0.44;0.44;1.0
31516;0.45;0.45;1.0
31517;0.47;0.47;1.0
31518;0.46;0.46;1.0
31519;0.48;0.48;1.0
31520;0.46;0.46;1.0
31521;0.45;0.45;1.0
31522;0.45;0.45;1.0
31523;0.5;0.5;1.0
31524;0.45;0.45;1.0
31525;0.47;0.47;1.0
31526;0.46;0.46;1.0
31527;0.46;0.46;1.0
31528;0.44;0.44;1.0
31529;0.46;0.46;1.0
31530;0.45;0.45;1.0
31531;0.47;0.47;1.0
31532;0.46;0.46;1.0
31533;0.45;0.45;1.0
31534;0.45;0.45;1.0
31535;0.47;0.47;1.0
31536;0.49;0.49;1.0
31537;0.46;0.46;1.0
31488;0.88;0.9;0.98
31489;0.88;0.9;0.98
31490;0.88;0.9;0.98
31491;0.88;0.9;0.97
31492;0.88;0.9;0.98
31493;0.46;0.46;0.99
31494;0.44;0.45;0.98
31495;0.47;0.48;0.98
31496;0.43;0.44;0.98
31497;0.45;0.45;0.99
31498;0.44;0.45;0.98
31499;0.44;0.44;0.99
31500;0.43;0.44;0.97
31501;0.46;0.47;0.98
31502;0.44;0.45;0.97
31503;0.45;0.46;0.98
31504;0.46;0.46;0.99
31505;0.43;0.44;0.98
31506;0.44;0.45;0.98
31507;0.46;0.47;0.97
31508;0.9;0.9;1.0
31509;0.9;0.9;1.0
31510;0.9;0.9;1.0
31511;0.9;0.9;1.0
31512;0.9;0.9;1.0
31513;0.9;0.9;1.0
31514;0.9;0.9;1.0
31515;0.43;0.43;1.0
31516;0.44;0.44;1.0
31517;0.47;0.47;1.0
31518;0.46;0.46;1.0
31519;0.47;0.47;1.0
31520;0.45;0.45;1.0
31521;0.46;0.46;1.0
31522;0.45;0.45;1.0
31523;0.48;0.48;1.0
31524;0.44;0.44;1.0
31525;0.46;0.46;1.0
31526;0.47;0.47;1.0
31527;0.46;0.46;1.0
31528;0.45;0.45;1.0
31529;0.45;0.45;1.0
31530;0.44;0.44;1.0
31531;0.46;0.46;1.0
31532;0.46;0.46;1.0
31533;0.45;0.45;1.0
31534;0.46;0.46;1.0
31535;0.47;0.47;1.0
31536;0.48;0.48;1.0
31537;0.46;0.46;1.0
31488;0.88;0.9;0.98
31489;0.89;0.9;0.99
31490;0.89;0.9;0.99
31491;0.88;0.9;0.98
31492;0.89;0.9;0.99
31493;0.45;0.45;0.99
31494;0.46;0.46;0.99
31495;0.47;0.48;0.98
31496;0.44;0.44;0.99
31497;0.46;0.47;0.99
31498;0.44;0.44;0.99
31499;0.44;0.44;0.99
31500;0.44;0.45;0.98
31501;0.46;0.47;0.99
31502;0.45;0.46;0.98
31503;0.46;0.46;0.99
31504;0.45;0.45;0.99
31505;0.46;0.46;0.99
31506;0.45;0.46;0.98
31507;0.44;0.45;0.98
31508;0.9;0.9;1.0
31509;0.9;0.9;1.0
31510;0.9;0.9;1.0
31511;0.9;0.9;1.0
31512;0.9;0.9;1.0
31513;0.9;0.9;1.0
31514;0.9;0.9;1.0
31515;0.44;0.44;1.0
31516;0.44;0.44;1.0
31517;0.47;0.47;1.0
31518;0.46;0.46;1.0
31519;0.47;0.47;1.0
31520;0.46;0.46;1.0
31521;0.46;0.46;1.0
31522;0.46;0.46;1.0
31523;0.49;0.49;1.0
31524;0.44;0.44;1.0
31525;0.46;0.46;1.0
31526;0.46;0.46;1.0
31527;0.46;0.46;1.0
31528;0.44;0.44;1.0
31529;0.45;0.45;1.0
31530;0.44;0.44;1.0
31531;0.46;0.46;1.0
31532;0.45;0.45;1.0
31533;0.45;0.45;1.0
31534;0.47;0.47;1.0
31535;0.47;0.47;1.0
31536;0.48;0.48;1.0
31537;0.45;0.45;1.0
31488;0.89;0.9;0.99
31489;0.89;0.9;0.99
31490;0.89;0.9;0.99
31491;0.89;0.9;0.99
31492;0.89;0.9;0.99
31493;0.46;0.46;0.99
31494;0.46;0.46;0.99
31495;0.46;0.47;0.99
31496;0.44;0.44;0.99
31497;0.46;0.46;1.0
31498;0.45;0.45;0.99
31499;0.44;0.44;0.99
31500;0.44;0.44;0.99
31501;0.46;0.46;0.99
31502;0.46;0.47;0.99
31503;0.46;0.46;0.99
31504;0.46;0.46;0.99
31505;0.45;0.45;0.99
31506;0.45;0.45;0.99
31507;0.46;0.46;0.99
31508;0.9;0.9;1.0
31509;0.9;0.9;1.0
31510;0.9;0.9;1.0
31511;0.9;0.9;1.0
31512;0.9;0.9;1.0
31513;0.9;0.9;1.0
31514;0.9;0.9;1.0
31515;0.43;0.43;1.0
31516;0.45;0.45;1.0
31517;0.46;0.46;1.0
31518;0.46;0.46;1.0
31519;0.47;0.47;1.0
31520;0.45;0.45;1.0
31521;0.45;0.45;1.0
31522;0.47;0.47;1.0
31523;0.47;0.47;1.0
31524;0.45;0.45;1.0
31525;0.46;0.46;1.0
31526;0.46;0.46;1.0
31527;0.46;0.46;1.0
31528;0.45;0.45;1.0
31529;0.46;0.46;1.0
31530;0.44;0.44;1.0
31531;0.46;0.46;1.0
31532;0.45;0.45;1.0
31533;0.45;0.45;1.0
31534;0.46;0.46;1.0
31535;0.47;0.47;1.0
31536;0.47;0.47;1.0
31537;0.45;0.45;1.0
31488;0.89;0.9;0.99
31489;0.89;0.9;0.99
31490;0.89;0.9;0.99
31491;0.89;0.9;0.99
31492;0.89;0.9;0.99
31493;0.46;0.46;1.0
31494;0.46;0.46;0.99
31495;0.46;0.46;0.99
31496;0.45;0.45;0.99
31497;0.46;0.46;1.0
31498;0.46;0.46;0.99
31499;0.46;0.46;1.0
31500;0.45;0.45;0.99
31501;0.45;0.45;0.99
31502;0.46;0.47;0.99
31503;0.45;0.45;0.99
31504;0.46;0.46;1.0
31505;0.45;0.45;0.99
31506;0.44;0.44;0.99
31507;0.46;0.46;0.99
31508;0.9;0.9;1.0
31509;0.9;0.9;1.0
31510;0.9;0.9;1.0
31511;0.9;0.9;1.0
31512;0.9;0.9;1.0
31513;0.9;0.9;1.0
31514;0.9;0.9;1.0
31515;0.44;0.44;1.0
31516;0.45;0.45;1.0
31517;0.46;0.46;1.0
31518;0.46;0.46;1.0
31519;0.47;0.47;1.0
31520;0.46;0.46;1.0
31521;0.45;0.45;1.0
31522;0.47;0.47;1.0
31523;0.47;0.47;1.0
31524;0.46;0.46;1.0
31525;0.46;0.46;1.0
31526;0.46;0.46;1.0
31527;0.45;0.45;1.0
31528;0.45;0.45;1.0
31529;0.46;0.46;1.0
31530;0.45;0.45;1.0
31531;0.46;0.46;1.0
31532;0.45;0.45;1.0
31533;0.46;0.46;1.0
31534;0.45;0.45;1.0
31535;0.46;0.46;1.0
31536;0.47;0.47;1.0
31537;0.45;0.45;1.0
31488;0.89;0.9;0.99
31489;0.89;0.9;0.99
31490;0.89;0.9;0.99
31491;0.89;0.9;0.99
31492;0.9;0.9;1.0
31493;0.46;0.46;1.0
31494;0.46;0.46;1.0
31495;0.46;0.46;0.99
31496;0.45;0.45;1.0
31497;0.46;0.46;1.0
31498;0.46;0.46;1.0
31499;0.46;0.46;1.0
31500;0.45;0.45;0.99
31501;0.46;0.46;1.0
31502;0.46;0.46;0.99
31503;0.46;0.46;0.99
31504;0.46;0.46;1.0
31505;0.45;0.45;0.99
31506;0.45;0.45;0.99
31507;0.46;0.46;0.99
31508;0.9;0.9;1.0
31509;0.9;0.9;1.0
31510;0.9;0.9;1.0
31511;0.9;0.9;1.0
31512;0.9;0.9;1.0
31513;0.9;0.9;1.0
31514;0.9;0.9;1.0
31515;0.44;0.44;1.0
31516;0.45;0.45;1.0
31517;0.45;0.45;1.0
31518;0.46;0.46;1.0
31519;0.47;0.47;1.0
31520;0.46;0.46;1.0
31521;0.45;0.45;1.0
31522;0.46;0.46;1.0
31523;0.46;0.46;1.0
31524;0.46;0.46;1.0
31525;0.46;0.46;1.0
31526;0.46;0.46;1.0
31527;0.46;0.46;1.0
31528;0.45;0.45;1.0
31529;0.46;0.46;1.0
31530;0.45;0.45;1.0
31531;0.46;0.46;1.0
31532;0.46;0.46;1.0
31533;0.46;0.46;1.0
31534;0.45;0.45;1.0
31535;0.47;0.47;1.0
31536;0.46;0.46;1.0
31537;0.45;0.45;1.0
31488;0.89;0.9;0.99
31489;0.9;0.9;1.0
31490;0.9;0.9;1.0
31491;0.89;0.9;0.99
31492;0.9;0.9;1.0
31493;0.46;0.46;1.0
31494;0.46;0.46;1.0
31495;0.46;0.46;1.0
31496;0.46;0.46;1.0
31497;0.45;0.45;1.0
31498;0.46;0.46;1.0
31499;0.46;0.46;1.0
31500;0.45;0.45;0.99
31501;0.46;0.46;1.0
31502;0.46;0.46;1.0
31503;0.46;0.46;1.0
31504;0.46;0.46;1.0
31505;0.45;0.45;1.0
31506;0.45;0.45;1.0
31507;0.46;0.46;0.99
31508;0.9;0.9;1.0
31509;0.9;0.9;1.0
31510;0.9;0.9;1.0
31511;0.9;0.9;1.0
31512;0.9;0.9;1.0
31513;0.9;0.9;1.0
31514;0.9;0.9;1.0
31515;0.44;0.44;1.0
31516;0.45;0.45;1.0
31517;0.45;0.45;1.0
31518;0.46;0.46;1.0
31519;0.47;0.47;1.0
31520;0.45;0.45;1.0
31521;0.45;0.45;1.0
31522;0.46;0.46;1.0
31523;0.46;0.46;1.0
31524;0.46;0.46;1.0
31525;0.46;0.46;1.0
31526;0.46;0.46;1.0
31527;0.46;0.46;1.0
31528;0.45;0.45;1.0
31529;0.46;0.46;1.0
31530;0.45;0.45;1.0
31531;0.46;0.46;1.0
31532;0.45;0.45;1.0
31533;0.46;0.46;1.0
31534;0.45;0.45;1.0
31535;0.46;0.46;1.0
31536;0.46;0.46;1.0
31537;0.45;0.45;1.0
31538;0.72;0.92;0.78
31539;0.74;0.92;0.8
31540;0.52;0.95;0.55
31541;0.65;0.93;0.7
31542;0.74;0.92;0.8
31543;0.29;0.33;0.87
31544;0.34;0.43;0.8
31545;0.27;0.43;0.62
31546;0.36;0.5;0.73
31547;0.31;0.38;0.83
31548;0.24;0.42;0.56
31549;0.29;0.39;0.75
31550;0.3;0.39;0.77
31551;0.37;0.43;0.86
31552;0.42;0.52;0.8
31553;0.35;0.52;0.67
31554;0.38;0.45;0.86
31555;0.42;0.59;0.72
31556;0.31;0.38;0.82
31557;0.42;0.55;0.77
31558;0.93;0.93;1.0
31559;0.92;0.92;1.0
31560;0.93;0.93;1.0
31561;0.92;0.92;1.0
31562;0.93;0.93;1.0
31563;0.93;0.93;1.0
31564;0.92;0.92;1.0
31565;0.49;0.49;1.0
31566;0.46;0.46;1.0
31567;0.45;0.45;1.0
31568;0.49;0.49;1.0
31569;0.38;0.38;1.0
31570;0.5;0.5;1.0
31571;0.54;0.54;1.0
31572;0.35;0.35;1.0
31573;0.59;0.59;1.0
31574;0.49;0.49;1.0
31575;0.48;0.48;1.0
31576;0.42;0.42;1.0
31577;0.47;0.47;1.0
31578;0.48;0.48;1.0
31579;0.36;0.36;1.0
31580;0.4;0.4;1.0
31581;0.58;0.58;1.0
31582;0.51;0.51;1.0
31583;0.57;0.57;1.0
31584;0.43;0.43;1.0
31585;0.54;0.54;1.0
31586;0.47;0.47;1.0
31587;0.48;0.48;1.0
31538;0.84;0.91;0.92
31539;0.82;0.91;0.9
31540;0.84;0.91;0.92
31541;0.84;0.91;0.93
31542;0.84;0.91;0.92
31543;0.37;0.4;0.93
31544;0.42;0.43;0.98
31545;0.43;0.47;0.91
31546;0.44;0.48;0.93
31547;0.38;0.42;0.92
31548;0.4;0.43;0.92
31549;0.43;0.47;0.92
31550;0.36;0.41;0.88
31551;0.42;0.46;0.92
31552;0.42;0.46;0.91
31553;0.45;0.51;0.89
31554;0.43;0.45;0.96
31555;0.45;0.49;0.92
31556;0.4;0.43;0.94
31557;0.44;0.5;0.89
31558;0.91;0.91;1.0
31559;0.91;0.91;1.0
31560;0.91;0.91;1.0
31561;0.91;0.91;1.0
31562;0.91;0.91;1.0
31563;0.91;0.91;1.0
31564;0.91;0.91;1.0
31565;0.45;0.45;1.0
31566;0.43;0.43;1.0
31567;0.48;0.48;1.0
31568;0.44;0.44;1.0
31569;0.45;0.45;1.0
31570;0.51;0.51;1.0
31571;0.48;0.48;1.0
31572;0.4;0.4;1.0
31573;0.48;0.48;1.0
31574;0.39;0.39;1.0
31575;0.44;0.44;1.0
31576;0.47;0.47;1.0
31577;0.4;0.4;1.0
31578;0.49;0.49;1.0
31579;0.41;0.41;1.0
31580;0.46;0.46;1.0
31581;0.48;0.48;1.0
31582;0.46;0.46;1.0
31583;0.46;0.46;1.0
31584;0.43;0.43;1.0
31585;0.51;0.51;1.0
31586;0.47;0.47;1.0
31587;0.5;0.5;1.0
31538;0.87;0.9;0.96
31539;0.88;0.9;0.97
31540;0.87;0.9;0.96
31541;0.88;0.9;0.97
31542;0.88;0.9;0.97
31543;0.41;0.42;0.98
31544;0.44;0.45;0.98
31545;0.43;0.45;0.96
31546;0.45;0.46;0.96
31547;0.42;0.44;0.95
31548;0.45;0.47;0.96
31549;0.44;0.45;0.96
31550;0.4;0.42;0.95
31551;0.45;0.47;0.94
31552;0.4;0.42;0.95
31553;0.43;0.45;0.96
31554;0.43;0.44;0.98
31555;0.46;0.48;0.95
31556;0.44;0.45;0.96
31557;0.45;0.48;0.94
31558;0.9;0.9;1.0
31559;0.9;0.9;1.0
31560;0.91;0.91;1.0
31561;0.9;0.9;1.0
31562;0.9;0.9;1.0
31563;0.9;0.9;1.0
31564;0.9;0.9;1.0
31565;0.47;0.47;1.0
31566;0.44;0.44;1.0
31567;0.45;0.45;1.0
31568;0.45;0.45;1.0
31569;0.46;0.46;1.0
31570;0.48;0.48;1.0
31571;0.48;0.48;1.0
31572;0.45;0.45;1.0
31573;0.45;0.45;1.0
31574;0.45;0.45;1.0
31575;0.49;0.49;1.0
31576;0.47;0.47;1.0
31577;0.45;0.45;1.0
31578;0.46;0.46;1.0
31579;0.44;0.44;1.0
31580;0.49;0.49;1.0
31581;0.5;0.5;1.0
31582;0.43;0.43;1.0
31583;0.48;0.48;1.0
31584;0.44;0.44;1.0
31585;0.46;0.46;1.0
31586;0.46;0.46;1.0
31587;0.53;0.53;1.0
31538;0.88;0.9;0.98
31539;0.88;0.9;0.98
31540;0.88;0.9;0.97
31541;0.88;0.9;0.98
31542;0.88;0.9;0.97
31543;0.41;0.42;0.99
31544;0.45;0.45;0.99
31545;0.46;0.47;0.98
31546;0.46;0.48;0.96
31547;0.42;0.44;0.96
31548;0.47;0.48;0.97
31549;0.44;0.45;0.98
31550;0.43;0.44;0.98
31551;0.44;0.45;0.96
31552;0.42;0.43;0.98
31553;0.44;0.45;0.98
31554;0.43;0.43;0.99
31555;0.47;0.49;0.97
31556;0.45;0.46;0.98
31557;0.47;0.49;0.96
31558;0.9;0.9;1.0
31559;0.9;0.9;1.0
31560;0.9;0.9;1.0
31561;0.9;0.9;1.0
31562;0.9;0.9;1.0
31563;0.9;0.9;1.0
31564;0.9;0.9;1.0
31565;0.47;0.47;1.0
31566;0.44;0.44;1.0
31567;0.45;0.45;1.0
31568;0.47;0.47;1.0
31569;0.46;0.46;1.0
31570;0.49;0.49;1.0
31571;0.45;0.45;1.0
31572;0.44;0.44;1.0
31573;0.46;0.46;1.0
31574;0.44;0.44;1.0
31575;0.46;0.46;1.0
31576;0.48;0.48;1.0
31577;0.45;0.45;1.0
31578;0.46;0.46;1.0
31579;0.45;0.45;1.0
31580;0.47;0.47;1.0
31581;0.49;0.49;1.0
31582;0.43;0.43;1.0
31583;0.47;0.47;1.0
31584;0.45;0.45;1.0
31585;0.46;0.46;1.0
31586;0.47;0.47;1.0
31587;0.51;0.51;1.0
31538;0.89;0.9;0.99
31539;0.89;0.9;0.99
31540;0.88;0.9;0.98
31541;0.88;0.9;0.98
31542;0.88;0.9;0.98
31543;0.44;0.44;0.99
31544;0.46;0.46;0.99
31545;0.46;0.46;0.99
31546;0.46;0.47;0.98
31547;0.42;0.43;0.98
31548;0.47;0.48;0.98
31549;0.45;0.45;0.99
31550;0.44;0.44;0.99
31551;0.46;0.47;0.98
31552;0.43;0.43;0.98
31553;0.46;0.46;0.99
31554;0.44;0.44;0.99
31555;0.47;0.48;0.98
31556;0.45;0.46;0.98
31557;0.48;0.5;0.97
31558;0.9;0.9;1.0
31559;0.9;0.9;1.0
31560;0.9;0.9;1.0
31561;0.9;0.9;1.0
31562;0.9;0.9;1.0
31563;0.9;0.9;1.0
31564;0.9;0.9;1.0
31565;0.48;0.48;1.0
31566;0.44;0.44;1.0
31567;0.45;0.45;1.0
31568;0.46;0.46;1.0
31569;0.46;0.46;1.0
31570;0.49;0.49;1.0
31571;0.45;0.45;1.0
31572;0.44;0.44;1.0
31573;0.46;0.46;1.0
31574;0.44;0.44;1.0
31575;0.45;0.45;1.0
31576;0.47;0.47;1.0
31577;0.45;0.45;1.0
31578;0.45;0.45;1.0
31579;0.45;0.45;1.0
31580;0.46;0.46;1.0
31581;0.47;0.47;1.0
31582;0.44;0.44;1.0
31583;0.47;0.47;1.0
31584;0.45;0.45;1.0
31585;0.47;0.47;1.0
31586;0.48;0.48;1.0
31587;0.47;0.47;1.0
31538;0.89;0.9;0.99
31539;0.89;0.9;0.99
31540;0.89;0.9;0.99
31541;0.89;0.9;0.99
31542;0.89;0.9;0.99
31543;0.45;0.45;0.99
31544;0.46;0.47;0.99
31545;0.46;0.46;0.99
31546;0.46;0.47;0.98
31547;0.43;0.43;0.99
31548;0.47;0.48;0.99
31549;0.46;0.46;0.99
31550;0.45;0.45;0.99
31551;0.46;0.47;0.99
31552;0.44;0.44;0.99
31553;0.46;0.46;0.99
31554;0.45;0.45;0.99
31555;0.46;0.47;0.99
31556;0.46;0.46;0.99
31557;0.47;0.48;0.98
31558;0.9;0.9;1.0
31559;0.9;0.9;1.0
31560;0.9;0.9;1.0
31561;0.9;0.9;1.0
31562;0.9;0.9;1.0
31563;0.9;0.9;1.0
31564;0.9;0.9;1.0
31565;0.46;0.46;1.0
31566;0.45;0.45;1.0
31567;0.45;0.45;1.0
31568;0.45;0.45;1.0
31569;0.46;0.46;1.0
31570;0.47;0.47;1.0
31571;0.45;0.45;1.0
31572;0.44;0.44;1.0
31573;0.45;0.45;1.0
31574;0.45;0.45;1.0
31575;0.45;0.45;1.0
31576;0.46;0.46;1.0
31577;0.44;0.44;1.0
31578;0.45;0.45;1.0
31579;0.45;0.45;1.0
31580;0.47;0.47;1.0
31581;0.47;0.47;1.0
31582;0.45;0.45;1.0
31583;0.47;0.47;1.0
31584;0.44;0.44;1.0
31585;0.47;0.47;1.0
31586;0.48;0.48;1.0
31587;0.48;0.48;1.0
31538;0.89;0.9;0.99
31539;0.89;0.9;0.99
31540;0.89;0.9;0.99
31541;0.89;0.9;0.99
31542;0.89;0.9;0.99
31543;0.45;0.45;1.0
31544;0.46;0.46;1.0
31545;0.45;0.45;0.99
31546;0.46;0.47;0.99
31547;0.44;0.44;0.99
31548;0.47;0.48;0.99
31549;0.46;0.46;0.99
31550;0.45;0.45;0.99
31551;0.46;0.47;0.99
31552;0.43;0.43;0.99
31553;0.44;0.44;0.99
31554;0.45;0.45;0.99
31555;0.46;0.47;0.99
31556;0.46;0.46;0.99
31557;0.48;0.49;0.99
31558;0.9;0.9;1.0
31559;0.9;0.9;1.0
31560;0.9;0.9;1.0
31561;0.9;0.9;1.0
31562;0.9;0.9;1.0
31563;0.9;0.9;1.0
31564;0.9;0.9;1.0
31565;0.46;0.46;1.0
31566;0.46;0.46;1.0
31567;0.45;0.45;1.0
31568;0.45;0.45;1.0
31569;0.46;0.46;1.0
31570;0.45;0.45;1.0
31571;0.45;0.45;1.0
31572;0.44;0.44;1.0
